clade_name	MS11669_jun23_under50bp.metaphlan	MS11670_jun23_under50bp.metaphlan	MS11673_jun23_under50bp.metaphlan	MS11674_jun23_under50bp.metaphlan	MS11675_jun23_under50bp.metaphlan	MS11676_jun23_under50bp.metaphlan	MS11677_jun23_under50bp.metaphlan	MS11678_jun23_under50bp.metaphlan	MS11679_jun23_under50bp.metaphlan	MS11683_jun23_under50bp.metaphlan	MS11684_jun23_under50bp.metaphlan	MS11686_jun23_under50bp.metaphlan	MS11770_jun23_under50bp.metaphlan	MS11771_jun23_under50bp.metaphlan	MS11774_jun23_under50bp.metaphlan	MS11775_jun23_under50bp.metaphlan
s__Kaistella_flava_ex_Peng_et_al_2021	0.0	0.0	0.0	0.0	0.00814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01722	0.0	0.0069
s__Psychrobacter_sp_NG25	0.0	0.0	0.0	0.0	0.00788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB86908_SGB115908	0.0	0.0	0.0	0.0	0.00757	0.52228	0.0419	6.00325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00114
s__Paeniglutamicibacter_cryotolerans	0.0	0.0	0.0	0.0	0.00755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00044
s__Fusobacterium_sp_DD14	0.0	0.0	0.0	0.0	0.00701	0.01719	0.0	0.00426	0.0	0.0	0.0	0.0	0.0	0.0	0.00841	0.00528
s__Mediterraneibacter_SGB71712	0.0	0.0	0.0	0.0	0.00683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01142
s__Stenotrophomonas_SGB57017	0.0	0.0	0.0	0.0	0.00666	0.0	0.0	0.0	0.0223	0.0	0.0	0.0	0.0	0.09941	0.0	0.0
s__Mammaliicoccus_fleurettii	0.0	0.0	0.0	0.0	0.00665	0.0	0.0	0.00208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB49462_SGB69384	0.0	0.0	0.0	0.0	0.00647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Psychrobacillus_sp_INOP01	0.0	0.0	0.0	0.0	0.00623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_mediterraneense	0.0	0.0	0.0	0.0	0.00616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00075
s__Psychrobacter_coccoides	0.0	0.0	0.0	0.0	0.00601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Kurthia_gibsonii	0.0	0.0	0.0	0.0	0.00591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Leucobacter_sp_CX169	0.0	0.0	0.0	0.0	0.00578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02791
s__Alcaligenes_sp_SORT26	0.0	0.0	0.0	0.0	0.00575	0.0	0.0	0.0	0.05416	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Micromonospora_orduensis	0.0	0.0	0.0	0.0	0.0056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Flavobacterium_sp_NKUCC04_CG	0.0	0.0	0.0	0.0	0.00538	0.09274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00252
s__Halopseudomonas_bauzanensis	0.0	0.0	0.0	0.0	0.00532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21242	0.0	0.0
s__Sanguibacter_suarezii	0.0	0.0	0.0	0.0	0.00524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Yersinia_rohdei	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Paenibacillus_nasutitermitis	0.0	0.0	0.0	0.0	0.00481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_chrysemydis	0.0	0.0	0.0	0.0	0.00472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00087
s__Psychrobacter_urativorans	0.0	0.0	0.0	0.0	0.00467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Psychrobacter_frigidicola	0.0	0.0	0.0	0.0	0.00465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Acinetobacter_sp_TGL_Y2	0.0	0.0	0.0	0.0	0.00452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Blautia_SGB59878	0.0	0.0	0.0	0.0	0.00449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04779
s__GGB4385_SGB6032	0.0	0.0	0.0	0.0	0.00445	0.02865	0.0	0.05947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025
s__Psychrobacter_aquaticus	0.0	0.0	0.0	0.0	0.00443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Stenotrophomonas_koreensis	0.0	0.0	0.0	0.0	0.00441	0.0	0.0	0.0	0.02514	0.0	0.0	0.0	0.0	0.07398	0.0	0.0
s__Psychrobacter_sp_P11G5	0.0	0.0	0.0	0.0	0.00434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Cellulomonas_timonensis	0.0	0.0	0.0	0.0	0.00433	0.11751	0.14698	0.0	2.10981	0.8758	0.00353	0.0	0.0	0.0	0.0009	0.0
s__Bacteroides_sp_OF04_15BH	0.0	0.0	0.0	0.0	0.00429	0.0	0.0	0.0	0.50224	0.79724	0.0	0.69796	0.0	0.0	0.0	0.0
s__Ruminococcus_gnavus	0.0	0.0	0.0	0.0	0.00407	0.0	0.0	0.0	0.0	0.0	0.0	0.02876	0.0	0.0	0.00554	0.1237
s__Psychrobacter_sp_72_O_c	0.0	0.0	0.0	0.0	0.00402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Microbacterium_sp_NC79	0.0	0.0	0.0	0.0	0.00375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00426	0.0	0.0
s__Psychrobacter_sp_Cmf_22_2	0.0	0.0	0.0	0.0	0.00372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_dysgalactiae	0.0	0.0	0.0	0.0	0.00369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Psychrobacter_pasteurii	0.0	0.0	0.0	0.0	0.00368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB55957_SGB77276	0.0	0.0	0.0	0.0	0.00364	0.00116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00597	0.00583
s__Microbacterium_keratanolyticum	0.0	0.0	0.0	0.0	0.00358	0.0	0.0	0.0	0.01042	0.06213	0.0	0.06191	0.59541	0.00101	0.0	0.0
s__Homoserinimonas_aerilata	0.0	0.0	0.0	0.0	0.00357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08308	0.0	0.0029
s__Bacteroides_gallinarum	0.0	0.0	0.0	0.0	0.00355	0.0	0.0	0.0	0.0	0.0	0.0	0.00833	0.0	0.0	0.02572	0.00616
s__Rhodococcus_sp_OK302	0.0	0.0	0.0	0.0	0.00348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Psychrobacter_fulvigenes	0.0	0.0	0.0	0.0	0.00343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Psychrobacter_jeotgali	0.0	0.0	0.0	0.0	0.00335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Filibacter_tadaridae	0.0	0.0	0.0	0.0	0.00319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Kaistella_antarctica	0.0	0.0	0.0	0.0	0.00301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00596
s__Bacteroides_clarus	0.0	0.0	0.0	0.0	0.00299	0.08373	0.0	0.0	0.0	0.0	0.0	0.00317	0.0	0.0	0.03173	0.01272
s__Sphingobacterium_nematocida	0.0	0.0	0.0	0.0	0.00293	0.0	0.0	0.0	0.0	0.0	0.0	0.0071	0.0	0.0	0.0	0.0
s__Tomitella_biformata	0.0	0.0	0.0	0.0	0.00288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00141
s__Vagococcus_allomyrinae	0.0	0.0	0.0	0.0	0.00276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sanguibacter_gelidistatuariae	0.0	0.0	0.0	0.0	0.00275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Fusobacterium_sp_IOR10	0.0	0.0	0.0	0.0	0.00236	0.02311	0.0	0.00213	0.0	0.0	0.0	0.0	0.0	0.0	0.00354	0.0
s__Psychrobacter_glacincola	0.0	0.0	0.0	0.0	0.00234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Nocardiopsis_ganjiahuensis	0.0	0.0	0.0	0.0	0.00228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Firmicutes_unclassified_SGB47659	0.0	0.0	0.0	0.0	0.00224	0.0	0.0	0.0	0.0	0.0	0.0	0.01267	0.0	0.0	0.07163	0.05791
s__GGB14982_SGB22687	0.0	0.0	0.0	0.0	0.00217	0.0	0.0	0.0	0.03606	0.00872	0.0	0.0	0.0	0.02975	0.0	0.0
s__Mediterraneibacter_sp_DSM_111629	0.0	0.0	0.0	0.0	0.00215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00465
s__Fusobacterium_necrophorum	0.0	0.0	0.0	0.0	0.00208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB77896_SGB108027	0.0	0.0	0.0	0.0	0.00208	0.0	0.0	0.0	0.02216	0.0	0.0	0.0	0.0	0.00537	0.0	0.0
s__Bacteroides_propionicigenes	0.0	0.0	0.0	0.0	0.00206	0.0	0.0	0.0	0.0	0.0	0.0	0.00384	0.0	0.0	0.02828	0.01015
s__Nocardiopsis_prasina	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sporosarcina_sp_A4	0.0	0.0	0.0	0.0	0.00193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB50802_SGB106454	0.0	0.0	0.0	0.0	0.00185	0.0062	0.0	0.0	0.79609	0.81203	2.00958	0.10817	0.0	0.0	0.00842	0.00029
s__Psychrobacter_sp_GP33	0.0	0.0	0.0	0.0	0.00178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Solibacillus_cecembensis	0.0	0.0	0.0	0.0	0.00177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Sanguibacter_inulinus	0.0	0.0	0.0	0.0	0.00175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09626	0.0	0.0
s__Cetobacterium_ceti	0.0	0.0	0.0	0.0	0.00158	0.01671	0.0	0.00235	0.0	0.0	0.0	0.0	0.0	0.0	0.0019	0.0
s__Flavobacterium_viscosum	0.0	0.0	0.0	0.0	0.00148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13538	0.0	0.0
s__GGB8177_SGB12496	0.0	0.0	0.0	0.0	0.00148	0.0	0.0	0.0	0.00697	0.0	0.0	0.0	0.0	0.0324	0.0	0.0
s__Stenotrophomonas_ginsengisoli	0.0	0.0	0.0	0.0	0.00145	0.0	0.0	0.0	0.03206	0.0	0.0	0.0	0.0	0.0372	0.0	0.0
s__Lysobacter_oculi	0.0	0.0	0.0	0.0	0.00133	0.0	0.0	0.0	0.02008	0.0	0.0	0.0	0.0	0.01515	0.0	0.0
s__Paraoerskovia_marina	0.0	0.0	0.0	0.0	0.00118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_paraversuta	0.0	0.0	0.0	0.0	0.00112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Flavimobilis_soli	0.0	0.0	0.0	0.0	0.00111	0.0	0.0	0.0	0.12766	0.01234	0.0	0.0	0.0	0.0	0.0	0.0
s__Arenimonas_maotaiensis	0.0	0.0	0.0	0.0	0.0011	0.0	0.0	0.0	0.01722	0.0	0.0	0.0	0.0	0.02064	0.0	0.0
s__Lysobacter_sp_CJ11	0.0	0.0	0.0	0.0	0.00105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00585	0.0	0.0
s__Sporosarcina_limicola	0.0	0.0	0.0	0.0	0.00101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Paenibacillus_crassostreae	0.0	0.0	0.0	0.0	0.00097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3600_SGB47662	0.0	0.0	0.0	0.0	0.00092	0.01024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01704
s__Peptacetobacter_hominis	0.0	0.0	0.0	0.0	0.00089	0.00754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00561
s__Pseudoxanthomonas_dokdonensis	0.0	0.0	0.0	0.0	0.00081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00825	0.0	0.0
s__GGB50771_SGB70938	0.0	0.0	0.0	0.0	0.00073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Myroides_sp_SCSIO_72103	0.0	0.0	0.0	0.0	0.00069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02496	0.0	0.0
s__Luteimonas_lumbrici	0.0	0.0	0.0	0.0	0.00066	0.0	0.0	0.0	0.09841	0.0562	0.0	0.0	0.0	0.00706	0.0	0.0
s__Sediminihabitans_luteus	0.0	0.0	0.0	0.0	0.00065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Flavobacterium_sp_xlx_214	0.0	0.0	0.0	0.0	0.00063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00266	0.0	0.0
s__Rhizocola_hellebori	0.0	0.0	0.0	0.0	0.00063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parvimonas_sp_oral_taxon_110	0.0	0.0	0.0	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB47969_SGB65959	0.0	0.0	0.0	0.0	0.00042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00076
s__Proteus_myxofaciens	0.0	0.0	0.0	0.0	0.00042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB77136_SGB104513	0.0	0.0	0.0	0.0	0.00038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0169	0.0	0.0
s__Candidatus_Manganitrophus_noduliformans	0.0	0.0	0.0	0.0	0.00037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Pseudomonas_endophytica	0.0	0.0	0.0	0.0	0.00037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Proteus_hauseri	0.0	0.0	0.0	0.0	0.00034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB63971_SGB86357	0.0	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06056	0.0	0.0	0.0
s__GGB79301_SGB105706	0.0	0.0	0.0	0.0	0.0	1.70239	1.64446	1.68976	0.12848	0.11969	0.9648	0.0	1.52907	0.0	0.0	0.0
s__Proteus_mirabilis	0.0	0.0	0.0	0.0	0.0	0.8069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_SGB6177	0.0	0.0	0.0	0.0	0.0	0.63438	0.0	0.64928	0.0	0.0	0.0	0.0	0.28933	0.0	0.0	0.0
s__Lelliottia_amnigena	0.0	0.0	0.0	0.0	0.0	0.26826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09838	0.0	0.0
s__Clostridiaceae_bacterium	0.0	0.0	0.0	0.0	0.0	0.20383	0.0	0.12934	0.0	0.0	0.00464	0.0	0.0	0.0	0.0	0.0
s__Methanobrevibacter_smithii	0.0	0.0	0.0	0.0	0.0	0.11231	0.0	0.50828	0.0	0.0	0.0	0.0	2.26709	0.0	0.0	0.0
s__Anaerobiospirillum_thomasii	0.0	0.0	0.0	0.0	0.0	0.11015	0.0	0.01006	0.16129	0.26591	0.0	0.04482	0.0	0.0	0.10518	0.12484
s__Glutamicibacter_arilaitensis	0.0	0.0	0.0	0.0	0.0	0.10515	0.0	0.00996	0.0	0.0	0.00376	0.0	0.0	0.01624	0.0	0.0
s__Turicibacter_sanguinis	0.0	0.0	0.0	0.0	0.0	0.08832	0.0	0.01584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Peptostreptococcaceae_bacterium	0.0	0.0	0.0	0.0	0.0	0.08201	0.0	0.02403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_celatum	0.0	0.0	0.0	0.0	0.0	0.07587	0.0	0.24731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Romboutsia_timonensis	0.0	0.0	0.0	0.0	0.0	0.07349	0.0	0.47008	0.0	0.0	0.0	0.0	0.07538	0.0	0.0	0.0
s__GGB10111_SGB93302	0.0	0.0	0.0	0.0	0.0	0.06492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lachnospiraceae_unclassified_SGB4550	0.0	0.0	0.0	0.0	0.0	0.0628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00628
s__GGB35456_SGB66051	0.0	0.0	0.0	0.0	0.0	0.05867	0.11829	0.2422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03373
s__Glutamicibacter_protophormiae	0.0	0.0	0.0	0.0	0.0	0.03911	0.0	0.0	0.10957	0.0	0.08498	0.0	0.0	0.00883	0.0	0.0
s__Agrococcus_casei	0.0	0.0	0.0	0.0	0.0	0.03268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Psychrobacter_alimentarius	0.0	0.0	0.0	0.0	0.0	0.0306	0.0	0.06683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_algidicarnis	0.0	0.0	0.0	0.0	0.0	0.02992	0.08896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Aeromonas_bestiarum	0.0	0.0	0.0	0.0	0.0	0.0298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Clostridium_butyricum	0.0	0.0	0.0	0.0	0.0	0.0285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptosporangium_violaceochromogenes	0.0	0.0	0.0	0.0	0.0	0.02715	0.07276	0.26681	0.16903	0.02769	0.27549	0.2024	0.0	0.03976	1.35238	0.0
s__Halomonas_hydrothermalis	0.0	0.0	0.0	0.0	0.0	0.02681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB53671_SGB122549	0.0	0.0	0.0	0.0	0.0	0.02439	0.0	0.0	0.0	0.0	0.0	0.04929	0.0	0.0	0.0	0.0
s__Rheinheimera_sp_D18	0.0	0.0	0.0	0.0	0.0	0.02371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23301	0.01073	0.55236
s__GGB6572_SGB9284	0.0	0.0	0.0	0.0	0.0	0.02366	0.83848	0.0	0.32154	0.43794	0.0	0.08423	0.0	0.0	0.00392	0.00034
s__Brachybacterium_massiliense	0.0	0.0	0.0	0.0	0.0	0.01731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB9511_SGB14908	0.0	0.0	0.0	0.0	0.0	0.0166	0.0	0.49123	0.0	0.0	0.0	0.0	0.00445	0.0	0.20943	0.0
s__GGB30134_SGB43057	0.0	0.0	0.0	0.0	0.0	0.01544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Phocaeicola_sartorii	0.0	0.0	0.0	0.0	0.0	0.01447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06903	0.02985
s__Acinetobacter_johnsonii	0.0	0.0	0.0	0.0	0.0	0.01415	0.0	0.0	0.0	0.0	0.10651	0.0	0.0	0.02807	0.0	0.0
s__Kaistella_carnis	0.0	0.0	0.0	0.0	0.0	0.01379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00494
s__GGB61943_SGB84076	0.0	0.0	0.0	0.0	0.0	0.01322	0.03712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Paraclostridium_bifermentans	0.0	0.0	0.0	0.0	0.0	0.01314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Psychrobacter_arenosus	0.0	0.0	0.0	0.0	0.0	0.01034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB42184_SGB59334	0.0	0.0	0.0	0.0	0.0	0.01008	0.0	0.01789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Corynebacterium_casei	0.0	0.0	0.0	0.0	0.0	0.01001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Parabacteroides_distasonis	0.0	0.0	0.0	0.0	0.0	0.0094	0.0	0.02416	0.0	0.0	0.0	0.0	0.12146	0.0	0.03005	0.05576
s__Clostridium_sp_CS001	0.0	0.0	0.0	0.0	0.0	0.00928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB42928_SGB123144	0.0	0.0	0.0	0.0	0.0	0.00895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06439
s__Methylotenera_versatilis	0.0	0.0	0.0	0.0	0.0	0.00845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00093
s__GGB1627_SGB2227	0.0	0.0	0.0	0.0	0.0	0.00691	0.0	0.05864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Capnocytophaga_canis	0.0	0.0	0.0	0.0	0.0	0.00689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Flavobacterium_cerinum	0.0	0.0	0.0	0.0	0.0	0.00621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Capnocytophaga_cynodegmi	0.0	0.0	0.0	0.0	0.0	0.00554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Fusobacterium_mortiferum	0.0	0.0	0.0	0.0	0.0	0.00487	0.0	1.5502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Phocaeicola_dorei	0.0	0.0	0.0	0.0	0.0	0.00435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00512	0.01461
s__Comamonas_suwonensis	0.0	0.0	0.0	0.0	0.0	0.00432	0.0	0.0	0.01069	0.0	0.0	0.0	2.47096	0.0	0.0	0.0
s__Fusobacterium_sp_FSA_380_WT_3A	0.0	0.0	0.0	0.0	0.0	0.0043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3743_SGB5086	0.0	0.0	0.0	0.0	0.0	0.00359	0.0	0.00725	0.0	0.0	0.00632	0.0	0.04665	0.0	0.04394	0.0
s__Planomicrobium_sp_REN8	0.0	0.0	0.0	0.0	0.0	0.00352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Holdemanella_porci	0.0	0.0	0.0	0.0	0.0	0.0035	0.0	0.30393	0.0	0.0	0.0	0.0	1.06776	0.0	0.01551	0.0
s__GGB1380_SGB1883	0.0	0.0	0.0	0.0	0.0	0.00334	0.0	0.17115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB3217_SGB4249	0.0	0.0	0.0	0.0	0.0	0.00287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Cetobacterium_sp_2A	0.0	0.0	0.0	0.0	0.0	0.0022	0.0	0.00253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Lachnospiraceae_unclassified_SGB47637	0.0	0.0	0.0	0.0	0.0	0.00218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00264	0.01943
s__Fusobacterium_necrogenes	0.0	0.0	0.0	0.0	0.0	0.00196	0.0	0.01091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Phascolarctobacterium_succinatutens	0.0	0.0	0.0	0.0	0.0	0.00082	0.0	0.11139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Fusobacterium_gastrosuis	0.0	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB6601_SGB9333	0.0	0.0	0.0	0.0	0.0	0.0	7.8462	0.08167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB6614_SGB9349	0.0	0.0	0.0	0.0	0.0	0.0	5.24172	0.05054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01149
s__GGB6613_SGB9347	0.0	0.0	0.0	0.0	0.0	0.0	4.18359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Helicobacter_cinaedi	0.0	0.0	0.0	0.0	0.0	0.0	1.65677	0.07253	0.0	0.0	0.0	0.5879	0.0	0.0	0.0	0.72632
s__Barnesiella_intestinihominis	0.0	0.0	0.0	0.0	0.0	0.0	0.28227	0.01678	0.0	0.05295	0.0	0.34629	0.0	0.0	0.01447	0.11586
s__Nonomuraea_glycinis	0.0	0.0	0.0	0.0	0.0	0.0	0.23314	0.01518	0.0	0.04962	0.42003	0.09584	0.05362	0.0	0.0	0.0
s__GGB6611_SGB9345	0.0	0.0	0.0	0.0	0.0	0.0	0.19861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Bacteroides_caccae	0.0	0.0	0.0	0.0	0.0	0.0	0.16348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01071
s__GGB46681_SGB64555	0.0	0.0	0.0	0.0	0.0	0.0	0.15096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__GGB6610_SGB9344	0.0	0.0	0.0	0.0	0.0	0.0	0.12414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s__Streptococcus_mitis	0.0	0.0	0.0	0.0	0.0	0.0	0.09527	0.0	0.0	0.0	0.0	0.01133	0.0	0.0	0.00975	0.01602
