name,taxonomy_id,taxonomy_lvl,MS11669_minimizer_filtered.bracken_num,MS11669_minimizer_filtered.bracken_frac,MS11670_minimizer_filtered.bracken_num,MS11670_minimizer_filtered.bracken_frac,MS11673_minimizer_filtered.bracken_num,MS11673_minimizer_filtered.bracken_frac,MS11674_minimizer_filtered.bracken_num,MS11674_minimizer_filtered.bracken_frac,MS11675_minimizer_filtered.bracken_num,MS11675_minimizer_filtered.bracken_frac,MS11676_minimizer_filtered.bracken_num,MS11676_minimizer_filtered.bracken_frac,MS11677_minimizer_filtered.bracken_num,MS11677_minimizer_filtered.bracken_frac,MS11678_minimizer_filtered.bracken_num,MS11678_minimizer_filtered.bracken_frac,MS11679_minimizer_filtered.bracken_num,MS11679_minimizer_filtered.bracken_frac,MS11683_minimizer_filtered.bracken_num,MS11683_minimizer_filtered.bracken_frac,MS11684_minimizer_filtered.bracken_num,MS11684_minimizer_filtered.bracken_frac,MS11686_minimizer_filtered.bracken_num,MS11686_minimizer_filtered.bracken_frac,MS11770_minimizer_filtered.bracken_num,MS11770_minimizer_filtered.bracken_frac,MS11771_minimizer_filtered.bracken_num,MS11771_minimizer_filtered.bracken_frac,MS11774_minimizer_filtered.bracken_num,MS11774_minimizer_filtered.bracken_frac,MS11775_minimizer_filtered.bracken_num,MS11775_minimizer_filtered.bracken_frac
Streptomyces sp. NBC_01283,2903812,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,16,0.00002,0,0.00000,0,0.00000,0,0.00000
Streptomyces sp. NBC_01216,2903778,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,16,0.00002,0,0.00000,82,0.00005,0,0.00000
Streptomyces subrutilus,36818,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,16,0.00002,0,0.00000,81,0.00005,0,0.00000
Streptomyces angustmyceticus,285578,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,16,0.00002,0,0.00000,62,0.00004,0,0.00000
Zobellella denitrificans,347534,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,14,0.00002,0,0.00000,0,0.00000,0,0.00000
Streptomyces caniscabiei,2746961,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,14,0.00002,0,0.00000,0,0.00000,0,0.00000
Arthrobacter antioxidans,2895818,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,14,0.00002,0,0.00000,0,0.00000,0,0.00000
Thermomicrobium roseum,500,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,11,0.00002,0,0.00000,0,0.00000,0,0.00000
Pseudomonas qingdaonensis,2056231,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,23082,0.00698,0,0.00000,0,0.00000
Pseudomonas sp. AE27,3127460,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,16925,0.00511,0,0.00000,0,0.00000
Pseudomonas sp. SD17-1,2976883,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,8343,0.00252,0,0.00000,0,0.00000
Pseudomonas sp. B21-036,2895485,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,6906,0.00209,0,0.00000,0,0.00000
Pseudomonas sp. AO-1,2855434,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,5616,0.00170,0,0.00000,0,0.00000
Pseudomonas sp. Nvir,2899657,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,5321,0.00161,0,0.00000,0,0.00000
Stenotrophomonas sp. SBJS02,2599307,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,5045,0.00152,0,0.00000,0,0.00000
Pseudomonas sp. FP2294,2954089,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,4749,0.00144,0,0.00000,0,0.00000
Pseudomonas sp. So3.2b,2864101,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,3191,0.00096,0,0.00000,0,0.00000
Stenotrophomonas sp. SI-NJAU-1,2886359,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,2815,0.00085,0,0.00000,0,0.00000
Stenotrophomonas sp. MYb57,1827305,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,2736,0.00083,0,0.00000,0,0.00000
Enterococcus lactis,357441,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,2704,0.00082,0,0.00000,0,0.00000
Comamonas sp. PR12,2977320,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,2695,0.00081,0,0.00000,0,0.00000
Stenotrophomonas sp. CW117,2775920,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,2178,0.00066,0,0.00000,0,0.00000
Pseudomonas monteilii,76759,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,2102,0.00064,0,0.00000,0,0.00000
Comamonas koreensis,160825,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1852,0.00056,0,0.00000,0,0.00000
Providencia hangzhouensis,3031799,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1622,0.00049,0,0.00000,0,0.00000
Stenotrophomonas sp. SXG-1,2682487,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1615,0.00049,0,0.00000,0,0.00000
Pseudomonas iranensis,2745503,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1391,0.00042,0,0.00000,0,0.00000
Edwardsiella anguillarum,1821960,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1252,0.00038,0,0.00000,0,0.00000
Stenotrophomonas sp. ASS1,2282124,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1180,0.00036,0,0.00000,0,0.00000
Pseudomonas asiatica,2219225,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1136,0.00034,0,0.00000,0,0.00000
Pseudomonas mandelii,75612,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,1068,0.00032,0,0.00000,0,0.00000
Pseudomonas moraviensis,321662,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,990,0.00030,0,0.00000,0,0.00000
Pseudomonas sp. FP215,2738126,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,916,0.00028,0,0.00000,0,0.00000
Pseudomonas sp. HN8-3,2886361,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,810,0.00024,0,0.00000,0,0.00000
Stenotrophomonas sp. PAMC25021,2565559,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,775,0.00023,0,0.00000,0,0.00000
Flavobacterium sp. YJ01,3031997,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,719,0.00022,0,0.00000,191,0.00008
Pseudomonas sp. ArH3a,2862945,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,690,0.00021,0,0.00000,0,0.00000
Pseudomonas shahriarae,2745512,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,668,0.00020,0,0.00000,0,0.00000
Pseudomonas sp. FP818,2954099,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,657,0.00020,0,0.00000,0,0.00000
Pseudomonas sp. B21-010,2895471,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,631,0.00019,0,0.00000,0,0.00000
Flavobacterium sp. KACC 22758,3025667,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,617,0.00019,0,0.00000,0,0.00000
Pseudomonas juntendi,2666183,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,591,0.00018,0,0.00000,0,0.00000
Pseudomonas sp. FP2254,2954087,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,518,0.00016,0,0.00000,0,0.00000
Pseudomonas sp. DR 5-09,1534110,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,479,0.00014,0,0.00000,0,0.00000
Staphylococcus sp. AntiMn-1,1715860,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,479,0.00014,0,0.00000,0,0.00000
Pseudomonas sp. S49,1573720,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,473,0.00014,0,0.00000,0,0.00000
Redjacvirus piberecoleta,2956354,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,469,0.00014,0,0.00000,0,0.00000
Pseudomonas sp. MYb193,1827300,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,454,0.00014,0,0.00000,0,0.00000
Escherichia sp. HH091_1A,2509662,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,445,0.00013,0,0.00000,0,0.00000
Flavobacterium sp. GSB-24,2994319,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,386,0.00012,0,0.00000,168,0.00007
Pseudomonas sp. RU47,2005388,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,382,0.00012,0,0.00000,0,0.00000
Flavobacterium nitrogenifigens,1617283,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,382,0.00012,0,0.00000,338,0.00014
Flavobacterium ginsengisoli,871694,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,374,0.00011,0,0.00000,109,0.00005
Flavobacterium sp. LPB0248,2614441,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,352,0.00011,0,0.00000,0,0.00000
Pseudomonas asplenii,53407,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,330,0.00010,0,0.00000,0,0.00000
Acinetobacter sp. SWBY1,2079596,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,325,0.00010,0,0.00000,0,0.00000
Pseudomonas antarctica,219572,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,310,0.00009,0,0.00000,0,0.00000
Pseudomonas sp. P108,1837993,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,306,0.00009,0,0.00000,0,0.00000
Flavobacterium sp. KACC 22763,3025668,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,304,0.00009,0,0.00000,0,0.00000
Flavobacterium luteolum,3003259,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,304,0.00009,0,0.00000,0,0.00000
Venatoribacter cucullus,2661630,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,290,0.00009,0,0.00000,23,0.00001
Flavobacterium sp. B183,907046,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,287,0.00009,0,0.00000,0,0.00000
Microbacterium sp. J1-1,2992441,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,270,0.00008,0,0.00000,0,0.00000
Xanthomonas sontii,2650745,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,257,0.00008,0,0.00000,0,0.00000
Flavobacterium crocinum,2183896,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,253,0.00008,0,0.00000,119,0.00005
Pseudomonas sp. URMO17WK12:I11,1283291,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,251,0.00008,0,0.00000,0,0.00000
Pseudomonas oleovorans,301,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,240,0.00007,0,0.00000,78,0.00003
Aeromonas caviae,648,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,238,0.00007,0,0.00000,0,0.00000
Pseudomonas sp. ZY71,3115647,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,229,0.00007,0,0.00000,0,0.00000
Streptococcus constellatus,76860,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,219,0.00007,0,0.00000,160,0.00007
Pseudomonas granadensis,1421430,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,214,0.00006,0,0.00000,0,0.00000
Flavobacterium sp. KACC 22761,3092665,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,205,0.00006,0,0.00000,178,0.00008
Microbacterium sp. TPU 3598,1938334,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,204,0.00006,0,0.00000,0,0.00000
Lysobacter yananisis,1003114,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,172,0.00005,0,0.00000,0,0.00000
Pseudomonas monsensis,2745509,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,171,0.00005,0,0.00000,0,0.00000
Flavobacterium endoglycinae,2816357,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,169,0.00005,0,0.00000,94,0.00004
Mycobacterium sp. MS1601,1936029,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,166,0.00005,47,0.00003,0,0.00000
Flavobacterium sp. N502536,2986837,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,166,0.00005,0,0.00000,67,0.00003
Pseudomonas lactis,1615674,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,161,0.00005,0,0.00000,0,0.00000
Flavobacterium sp. TR2,2977321,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,161,0.00005,0,0.00000,105,0.00004
Pseudomonas sp. J380,2605424,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,153,0.00005,0,0.00000,0,0.00000
Microbacterium luteolum,69367,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,151,0.00005,0,0.00000,0,0.00000
Flavobacterium sp. CECT 9288,2845819,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,151,0.00005,0,0.00000,241,0.00010
Pseudomonas sp. B10,118613,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,150,0.00005,0,0.00000,0,0.00000
Pseudomonas sp. AN-B15,2697023,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,146,0.00004,0,0.00000,0,0.00000
Acinetobacter bereziniae,106648,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,140,0.00004,0,0.00000,0,0.00000
Acinetobacter seifertii,1530123,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,135,0.00004,0,0.00000,0,0.00000
Pseudomonas sp. A34-9,3034675,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,132,0.00004,0,0.00000,0,0.00000
Acinetobacter sp. SCLZS86,2908637,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,131,0.00004,0,0.00000,0,0.00000
Aureimonas sp. OT7,2816454,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,120,0.00004,0,0.00000,0,0.00000
Acinetobacter sp. WCHAc010052,2004647,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,119,0.00004,0,0.00000,0,0.00000
Acinetobacter sp. PK01,2930198,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,112,0.00003,0,0.00000,0,0.00000
Pseudomonas sp. UW4,1207075,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,111,0.00003,0,0.00000,0,0.00000
Pseudomonas sp. NS1(2017),2025658,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,109,0.00003,0,0.00000,0,0.00000
Acinetobacter sp. MYb10,1827285,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,109,0.00003,0,0.00000,0,0.00000
Flavobacterium sp. N502540,2986838,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,108,0.00003,0,0.00000,0,0.00000
Pseudomonas lini,163011,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,103,0.00003,0,0.00000,0,0.00000
Brochothrix phage NF5,764561,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,103,0.00003,0,0.00000,0,0.00000
Pseudomonas sp. LG1E9,2219057,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,99,0.00003,0,0.00000,0,0.00000
Imperialibacter roseus,1324217,S,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,0,0.00000,98,0.00003,0,0.00000,0,0.00000
